benchmark_id,platform_type,benchmark,split,task
m2w_domain,web,Mind2Web,test,Find me a gluten-free diet to lose weight for a pregnant woman
m2w_domain,web,Mind2Web,test,Browse a list of CDB product reviews.
m2w_train,web,Mind2Web,train,"Check for pickup restaurant available in Boston, NY on March 18, 5pm with just one guest"
m2w_train,web,Mind2Web,train,"Book a winery tour in Napa Valley in a winery which serves Mediterranean cuisine with wine testing for 4 guests on April 15, 10 am in a outdoor setup."
m2w_train,web,Mind2Web,train,Sign Allan Smith for email offers with the email allan.smith@gmail.com and zip code 10001
m2w_train,web,Mind2Web,train,Find a mini van at Brooklyn City from April 5th to April 8th for a 22 year old renter.
m2w_train,web,Mind2Web,train,Find the highest rated dog collar under 10 dollar.
m2w_train,web,Mind2Web,train,"Compare the fare types to book a 1-adult ticket from Springfiels, IL to Austin, TX for April 29th 2023"
m2w_train,web,Mind2Web,train,"Get an SUV with an additional driver and wifi for pick up in  any rental location near Washington regional airport on June 1, 11 am, and drop off at Washington international airport on June 2, 11 am, and pay for the booking instantly."
m2w_train,web,Mind2Web,train,Find a men's UA outlet T-shirt of XL size and add to cart.
m2w_train,web,Mind2Web,train,Browse for wall art with a price range of $25 to $50.
m2w_train,web,Mind2Web,train,Add the cheapest Women's Sweaters to my shopping cart.
m2w_train,web,Mind2Web,train,Find a cheapest SUV in Brooklyn for 1 day.
m2w_train,web,Mind2Web,train,"From Birmingham (BHX) to Paris search for packages with casinos, restaurant, fitness and a free internet from April 7th to 11th."
m2w_train,web,Mind2Web,train,Find a comedy movie streaming on Netflix and add to watchlist.
m2w_train,web,Mind2Web,train,Book parking spot for James SMith at Stewart Hotel in New York for 2 hours. The street address is 133 st avenue in New York. Zip code is 10001 and phone number is 888888888. The email address is buckeye.foobar@gmail.com. Employer's name is Gua AB.
m2w_train,web,Mind2Web,train,Find motorcycle parking near Radio City Music Hall.
m2w_train,web,Mind2Web,train,Browse events happening at Madison Square Garden.
m2w_train,web,Mind2Web,train,Find parking in New York City from June 5th to 9th.
m2w_train,web,Mind2Web,train,Get quote for Amtrak vacation for two adults across country while leaving from Chicago on the 22nd of April. It should include Deluxe bedroom. The passenger is named John Mark with email address of johnmark@gmail.com and phone number of 234567890.
m2w_train,web,Mind2Web,train,See today's deals on video games and find the best deal on the lowest-priced mouse.
m2w_train,web,Mind2Web,train,Find Metformin 1000mg tablet price and details.
m2w_train,web,Mind2Web,train,Add a pair of diamond stud earrings to the cart.
m2w_train,web,Mind2Web,train,Find men's running shoes of size 9 with lowest price and add to bag.
m2w_train,web,Mind2Web,train,Show reviews of top critics for lowest rated Tom Hanks work
m2w_train,web,Mind2Web,train,"Find a ticket from Abbotsford to Sheboygan on March 26, 2023."
m2w_train,web,Mind2Web,train,"Find bus stops in Alanson, MI"
m2w_train,web,Mind2Web,train,Add to my basket tickets for 3 people from New York to Alfred.
m2w_train,web,Mind2Web,train,Search for used Jaguar XFs with no black exterior color and save the search as Jaguar  to get a notification daily.
m2w_train,web,Mind2Web,train,Browse Tokyo's best tea related attractions in the morning.
m2w_train,web,Mind2Web,train,Get the lowest priced plus size one piece active swimsuit in color black.
m2w_train,web,Mind2Web,train,Check for travel requirements when travelling from New York to Tokyo as US citizen.
m2w_train,web,Mind2Web,train,Filter women's sports bras that are purple  with high support that are small size.
m2w_train,web,Mind2Web,train,Find the most popular guitar tab for Absolute Beginners.
m2w_train,web,Mind2Web,train,Add the most most popular of all time tab to a playlist
m2w_train,web,Mind2Web,train,Find the most expensive ticket for New York Knicks game on April 9
m2w_train,web,Mind2Web,train,Book a WWE ticket for price range between $50 to $100.
m2w_train,web,Mind2Web,train,Buy tickets for a group at Hurricane harbor Phoenix on April 22
m2w_train,web,Mind2Web,train,"Sign up for emails using the name Dick Smith and the email smith@gmail.com, select Six Flags Magic Mountain as the Park of Preference,"
m2w_train,web,Mind2Web,train,Book the cheapest likely to sell out activity in Los Angeles on April 2
m2w_train,web,Mind2Web,train,Find climbing gear and sort the results by price high to low.
m2w_train,web,Mind2Web,train,Add Western Digital internal SSD with 1TB storage and 8GB Ram DDR to the cart.
m2w_train,web,Mind2Web,train,"Get the most popular documentary tv series sorted by IMDB rating, see the details of the top result."
m2w_train,web,Mind2Web,train,Show top 50 Movies and TV shows by Sci fi genre.
m2w_train,web,Mind2Web,train,Show review of Prometheus movie.
m2w_train,web,Mind2Web,train,Open the Resident evil 4 game guide.
m2w_train,web,Mind2Web,train,Find nearest Sprouts Farmers Market and add two fruits and one sauce from the deals.
m2w_train,web,Mind2Web,train,"Add a new address to the account. The address is 2983 Marietta Street,  APT 2. Business name is Buck."
m2w_train,web,Mind2Web,train,Add 2 different flavor dog treats and one dog food with lowest price to cart from Safeway.
m2w_train,web,Mind2Web,train,Find the newest movies for rent  in the Redbox kiosk at any Winn Dixie in Daytona Beach.
m2w_train,web,Mind2Web,train,"Find a 3-star rated hostel with balcony and free cancellation option in Udipi, Karnataka for one person under 50 dollars from June 15 to 20, free wifi is compulsory."
m2w_train,web,Mind2Web,train,Find the list of off-Broadway theatre shows on April 19
m2w_train,web,Mind2Web,train,Show MLB tickets for this weekend and select the next one.
m2w_train,web,Mind2Web,train,Go to the list of ballet event for the next 30 days.
m2w_train,web,Mind2Web,train,Show me all NFL tickets
m2w_train,web,Mind2Web,train,"Buy two tickets for the Boston Red Sox vs. New York Yankees game on August 18th, with a total cost of no more than $200."
m2w_train,web,Mind2Web,train,Add two pairs of women's Pink sweet pants in XXL size to your cart and view your cart.
m2w_train,web,Mind2Web,train,Search for a tiny home anywhere for an adult and 2 pets to stay in from april 10 to april 12
m2w_train,web,Mind2Web,train,Open the page to schedule a Model X test drive.
m2w_train,web,Mind2Web,train,Show me a map with charging stations in London.
m2w_train,web,Mind2Web,train,"View inventory of Tesla Model S that are blue and new with 19"" wheels within 50 miles of zip code 60602."
m2w_train,web,Mind2Web,train,Show me the best seller accessories for the Model X
m2w_train,web,Mind2Web,train,Add a Tesla Shop Gift Card for April May with the email april.may@gmail.com to my cart
m2w_train,web,Mind2Web,train,Show me the inventory of the Tesla Model S within 200 miles from 10001
m2w_train,web,Mind2Web,train,Go to the page with help in choosing a solar energy product for homes.
m2w_train,web,Mind2Web,train,"Schedule a demo drive for Model Y for Roy Adams with phone number 123-999-0000, email address RA@gmail.com and zip code 90001 in the United States."
m2w_train,web,Mind2Web,train,Find the cheapest power supply unit with at least 600W power output.
m2w_train,web,Mind2Web,train,"Find all Uniqlo's located in Chicago, IL."
m2w_train,web,Mind2Web,train,Show me the list of baby products that are on sale and under 10 dollars.
m2w_train,web,Mind2Web,train,Find a black blazer for men with L size and add to wishlist.
m2w_train,web,Mind2Web,train,Delete the history of what i heard recently.
m2w_train,web,Mind2Web,train,Like a game mix album.
m2w_train,web,Mind2Web,train,Show me the list of playstation 5 games available for pre-orders.
m2w_train,web,Mind2Web,train,sell playstation controller for cash credit on GameStop in 43240.
m2w_train,web,Mind2Web,train,Find the trade-in options for PS4.
m2w_train,web,Mind2Web,train,Find the channel number for the local CBS in Spokane Washington in 99201.
m2w_train,web,Mind2Web,train,Search for Castles in Europe for a week next month and price below $1000 per night.
m2w_train,web,Mind2Web,train,List all George Clooney movies and sort them by box office revenue
m2w_train,web,Mind2Web,train,Search for all Alternative Concerts taking place in New York City.
m2w_train,web,Mind2Web,train,Show me the page with information about the NBA Finals schedule.
m2w_train,web,Mind2Web,train,"Search for concerts taking place in Los Angeles, CA in the next month."
m2w_train,web,Mind2Web,train,View the special timetable for Far Rockaway Branch of the Long Island Railroad.
m2w_train,web,Mind2Web,train,Find the motorcycle toll fee for the Queens midtown tunnel.
m2w_train,web,Mind2Web,train,"Plan a trip from Brooklyn, NY to Staten Island, NY on March 25th mainly using bus and subway terminal. The trip should arive at 9:45 AM."
m2w_train,web,Mind2Web,train,Browse climbing courses within 50 miles of 90028.
m2w_train,web,Mind2Web,train,Find $1 movie night film and rent blockers
m2w_train,web,Mind2Web,train,Play the Wakanda Forever trailer
m2w_train,web,Mind2Web,train,Contact Yeah You Right Events who are the organisers of the Food Fight 2023 event being held in New Orleans on May 25th to ask a question about the event
m2w_train,web,Mind2Web,train,Find a music party in Ohio and follow its organizer
m2w_train,web,Mind2Web,train,check the lowest price ticket for All star stand up comedy event happen 6pm on the 25th March 2023.
m2w_train,web,Mind2Web,train,review the dinner menu of La Bergamote restaurant in Hell's Kitchen.
m2w_train,web,Mind2Web,train,search for art galleries in midtown
m2w_train,web,Mind2Web,train,Find the price of Boys' INFANT UA SURGE 3 RUNNING SHOES. black color and 9K size
m2w_train,web,Mind2Web,train,Find JetBlue career openings in New York
m2w_train,web,Mind2Web,train,Find check-in flight for John Smith having ticket no. 123456780
m2w_train,web,Mind2Web,train,"Book a flight + cruise for two flying from Atlanta in October for vacation starting on October 8 for 6 nights with Miami as the departure port, choose the cheapest flight, hotel, and room in the cruise for booking."
m2w_train,web,Mind2Web,train,Find a wireless keyboard and mouse combo under $100.
m2w_train,web,Mind2Web,train,Find the cheapest motel for 2 adults in Seattle from 11 May to 18 May
m2w_train,web,Mind2Web,train,"Look for activities in Phuket, Thailand."
m2w_train,web,Mind2Web,train,Find a Ricky Kej track to listen and share which has been added in the last year and is between 2 to 10 minutes.
m2w_train,web,Mind2Web,train,Find the flight schedule between London and New York for April 7 and check the upgrade details of the noon flight.
m2w_train,web,Mind2Web,train,Follow one of the team leaders of one of the NHL teams from the Atlantic Division
m2w_train,web,Mind2Web,train,Look up the scores for the previous day's NBA games
m2w_train,web,Mind2Web,train,Calculate the fare options to go from the south station to the north station
m2w_train,web,Mind2Web,train,Show me hotels in New York city to stay in during spring
m2w_train,web,Mind2Web,train,Find the highest-rated adults-only romantic beach vacation deals and book the cheapest one.
m2w_train,web,Mind2Web,train,"Check the movie ""65"" that is digital at the AMC Grove City 14 showing at 7:30 pm on Tuesday, March 28, 2023 and buy four tickets for seats J10 through J7"
m2w_train,web,Mind2Web,train,Find the birth place of Ali Wong.
m2w_train,web,Mind2Web,train,Browse documentaries streaming on Netflix.
m2w_train,web,Mind2Web,train,"Find top-rated outdoor activity events in Spain, that is happening on May 1 and book the tickets for two adults in morning group with an English guide."
m2w_train,web,Mind2Web,train,"Find a fully electric car pickup at Athens Airport (ATH) Sat, Apr 1, 2023 and return to the same palce at Mon, Apr 3, 2023."
m2w_train,web,Mind2Web,train,Browse for trending women sports bras and add 3 trending black bras to Wishlist.
m2w_train,web,Mind2Web,train,"Sell my parking space in Houston. Name: James Smith, Email: buckeye.foobar@gmail.com, phone: 8888888888. Address: 123rd st."
m2w_train,web,Mind2Web,train,Search for a parking near any airport in california starting april 20 and ending april 23
m2w_train,web,Mind2Web,train,"Find first class flight for May 27 from JFK, New York to Heathrow, London for 2 adults, one 4 year old child and one infant under 1 year old who will sit on a lap."
m2w_train,web,Mind2Web,train,Browse fiction audio books sorted by lowest price.
m2w_train,web,Mind2Web,train,Check the French best sellers under $40 available in digital that are currently in stock.
m2w_train,web,Mind2Web,train,"Book a flight for two adults from Shanghai to Seoul on May 10, and return on May 12 also book a hotel with it, with maximum bundled savings and if top hotel not available book the next one."
m2w_train,web,Mind2Web,train,"Find the lowest-priced round trip flight with hotel on May 2 from Kathmandu, Nepal KTM to Shanghai, China PVG and return on May 5. Book a double room and check out with the default flights."
m2w_train,web,Mind2Web,train,Find the odds for upcoming NHL matches.
m2w_train,web,Mind2Web,train,Open the NFL Passing yards players stats.
m2w_train,web,Mind2Web,train,Show me the scores of today's NBA games.
m2w_train,web,Mind2Web,train,Browse cough medicine that is rated 4 stars and above and is $15-$20.
m2w_train,web,Mind2Web,train,Buy the number 4 ranked board game on the geekmarket.
m2w_train,web,Mind2Web,train,Send a message to Joe Bloggs who has the username 'boredcelt'.
m2w_train,web,Mind2Web,train,What are the BGG rules for Game Submissions?
m2w_train,web,Mind2Web,train,Buy the cheapest copy of King of Tokyo on GeekMarket that ships to Canada.
m2w_train,web,Mind2Web,train,"Buy a birthday party package for a group of 10 at Arizona park with my address details. Group name is Neo, group leader's name is Thomas Anderson, birthday is May 5th, 1995. The phone number is2526545258. The email address is thomas.neo@gmail.com and address is po box 2846, Texas city in the state of Texas."
m2w_train,web,Mind2Web,train,Show activities in Miami with lowest price and minimum 4 star rated.
m2w_train,web,Mind2Web,train,"Look for the highest reviewed for a 4-adults stay in Hollywood, USA, on April 19 to 23 with an option for free cancellation with a price range between 150 to 200 dollars."
m2w_train,web,Mind2Web,train,Find highest rated romantic summer vacations in Spain
m2w_train,web,Mind2Web,train,Select a deal which is highly rated in Fiji location.
m2w_train,web,Mind2Web,train,"Find multi-colored fillable eggs for easter eggs made from polypropylene priced between 5 to 10 dollars for pick-up from Barboursville, zip 25504."
m2w_train,web,Mind2Web,train,Find a book by Sam Harris that has a rating of at least 4 stars and is available in paperback format.
m2w_train,web,Mind2Web,train,Add a pack of toilet paper and a bottle of laundry detergent to your Amazon cart with the lowest total price.
m2w_train,web,Mind2Web,train,Find the Mens size guide for bottoms
m2w_train,web,Mind2Web,train,"Find the lowest fare for JFK, NY to Heathrow, London and nearby airports for 1 adult on April 22, one way"
m2w_train,web,Mind2Web,train,Find jobs available in Texas for American Airlines.
m2w_train,web,Mind2Web,train,Check my trip for Smith and booking number X899987799.
m2w_train,web,Mind2Web,train,"Check the status of a flight between San Antonio, Texas, and Bellingham, Washington  on April 8."
m2w_train,web,Mind2Web,train,View travel credits for the passenger Leon Sin with the record locator jcqnhd ans ticket number 1234567
m2w_train,web,Mind2Web,train,"find offer for a black Honda with vin number 1HGCM66543A064159 with 155000 millage near 49102. The car should be in good condition with no damage, 2+ keys and paid off."
m2w_train,web,Mind2Web,train,"Need the cheapest small car on April 7, 10 am at Auckland airport for pick-up, return will be on April 10 at approx 5 pm."
m2w_train,web,Mind2Web,train,View a reservation made under the last name Walker in Australia for a car using the reservation confirmation number A987654.
m2w_train,web,Mind2Web,train,Save two deals and offers for US.
m2w_train,web,Mind2Web,train,"Look for an available full-time job in USA finance, save all the accountant jobs."
m2w_train,web,Mind2Web,train,What are the top restaurants in Boston to reserve for april 22?
m2w_train,web,Mind2Web,train,"Find nearby top-rated restaurants in Chicago, save the restaurant, and then book a table for 7 people on April 20 for lunch at 2 pm."
m2w_train,web,Mind2Web,train,Get a ten-ride ticket from Washington to New york starting from April 5
m2w_train,web,Mind2Web,train,Find guide for paying with commuter benefits.
m2w_train,web,Mind2Web,train,Find a parking near any NBA arena to enter today after 5 pm and exit after 8 pm
m2w_train,web,Mind2Web,train,Get a Hasbro Hulk action figure manufactured in 1990 with the lowest price + shipping.
m2w_train,web,Mind2Web,train,Find the cheapest used and working  Nintendo Switch for under $400 that can be bought right now.
m2w_train,web,Mind2Web,train,Find the terms and conditions of Amtrak RideReserve for Multi-Ride Passes
m2w_train,web,Mind2Web,train,Search for a flight from Dublin in Ireland to Paris Beauvais in france for 2 adults leaving apr 26 and returning may 2 with the promo code 10000001
m2w_train,web,Mind2Web,train,Get a rental car to pick up at Paris Charles de Gaulle Airport CDG on april 13  at 10 am and drop off on april 18 at the same time
m2w_train,web,Mind2Web,train,Cancel an order with order number X123456 of Harry Potter Box Set as not available at address.
m2w_train,web,Mind2Web,train,"Check if there are tickets availabe for the  Hamilton musical in Richmond, VA."
m2w_train,web,Mind2Web,train,Select a ticket for an event similar to professional boxing
m2w_train,web,Mind2Web,train,Find Travel Pack for hiking.
m2w_train,web,Mind2Web,train,I want to see mansions for 3 adults to stay in in europe during any month
m2w_train,web,Mind2Web,train,Find rental charges for bikes in 37863.
m2w_train,web,Mind2Web,train,Check prices for luxury sedan car in Houston with insurance.
m2w_train,web,Mind2Web,train,"Request a refund for the traveler Ian Lo and, his document number is 12345678912345 and email ian.lo@gmail.com"
m2w_train,web,Mind2Web,train,Find a round trip from Phoenix to Miami with maximum budget of $2000.
m2w_train,web,Mind2Web,train,Look up information on the potential side effects of rogaine.
m2w_train,web,Mind2Web,train,Find the location and operating hours of the nearest CVS pharmacy to zip code 90028
m2w_train,web,Mind2Web,train,Add to cart 2 bottles of vitamin D that are buy 1 get 1 free and new arrival.
m2w_train,web,Mind2Web,train,Find a gaming pc which can run Call of Duty Warzone at 4k.
m2w_train,web,Mind2Web,train,Find Star Wars The Mandalorian statue and add to cart.
m2w_train,web,Mind2Web,train,Find a list of all movies that are being released in May 2023
m2w_train,web,Mind2Web,train,Find the new arrival of kids graphic t-shirt for 13 years old boy
m2w_train,web,Mind2Web,train,Start the process to sign up for CVS ExtraCare
m2w_train,web,Mind2Web,train,Schedule COVID-19 test appointment at 90028.
m2w_train,web,Mind2Web,train,"Show weekly deals of Columbus, Oh 43215 store."
m2w_train,web,Mind2Web,train,"Find the most popular tours and attractions in Kyoto, Japan from May 25 with free cancellation option, check availability for 2 adults and 1 infant, and book."
m2w_train,web,Mind2Web,train,"Book the cheapest 3-star hotel or resort for two within a budget of 50 to 100 dollars for four days starting from April 25, near the beach in goa that offers breakfast, wifi, a swimming pool, and free cancellation."
m2w_train,web,Mind2Web,train,add a motherboard under $200 and a compatible processor at any price to the shopping cart.
m2w_train,web,Mind2Web,train,Check the price of Tesla Model Y Performance for the 10001 zip code.
m2w_train,web,Mind2Web,train,Find monthly daytime only parking nearest to Madison Square Garden starting from April 22
m2w_train,web,Mind2Web,train,Find a monthly parking with valet service at the New York University.
m2w_train,web,Mind2Web,train,Show the details for a monthly parking option in Ney York City near Street Taco to start on may 6 that i can self park
m2w_train,web,Mind2Web,train,Find the latest action tv shows which are rated fresh by both the audience and the rotten tomatoes
m2w_train,web,Mind2Web,train,Confirm my vip tour at the six flags Discovery Kingdom
m2w_train,web,Mind2Web,train,Show me the newest on-demand releases.
m2w_train,web,Mind2Web,train,"Find the cheapest non-stop or 1 stop flight from JFK, New York to Changi, Singapore for 1 traveler on April 11 which includes seat selection and free cancellation"
m2w_train,web,Mind2Web,train,"Book fasted flexible direct flights from New York to Tokyo on June 1, between 6 to 12 pm departure, and from Tokyo to New Delhi on June 5."
m2w_train,web,Mind2Web,train,"Find an entire home with a rating above 5 for two in Manila, Philippines from June 1 to 8  with self-catering, double bed, free wifi, and walk-in shower, check the availability, and reserve."
m2w_train,web,Mind2Web,train,"Find the user reviews for the game ""Cyberpunk 2077"""
m2w_train,web,Mind2Web,train,"Buy a group ticket for 20 people in Six Flags Magic Mountain in Los Angeles on Apr 30, add 5 mega meal deals with it. Name the group Crew and check out as James Johnson, james.john@gmail.com. It is a family trip organized by Johnson."
m2w_train,web,Mind2Web,train,Find a hydropack and make  the results to show only items that have a capacity of 21 to 35L.
m2w_train,web,Mind2Web,train,Search for kayaks and filter the results to show only those that are suitable for whitewater rapids.
m2w_train,web,Mind2Web,train,Find the software requirements for iPhones that support live tv  on demand streaming.
m2w_train,web,Mind2Web,train,Add 3 movies from At the Kiosk which are new to Wishlist.
m2w_train,web,Mind2Web,train,Find exercise events taking place in San Francisco between July 10-31.
m2w_train,web,Mind2Web,train,Find music event organizers and follow the second one.
m2w_train,web,Mind2Web,train,Join the waitlist for a ticket for the Hackney Clothes Swap - Earth Day event being held on April 22nd. Name: Joe Bloggs. Email: joe@bloggs.com
m2w_train,web,Mind2Web,train,"Find rock  music events in Canada, happening this weekend and save top three popular events for my record."
m2w_train,web,Mind2Web,train,Check reviews for best electric SUV and find the 1 star rated review and mark it helpful.
m2w_train,web,Mind2Web,train,Find a Ford Mustang with lowest price and save it.
m2w_train,web,Mind2Web,train,Favorite a shared room in Belo Horizonte costing up to $100 to stay in a weekend in May
m2w_train,web,Mind2Web,train,"Find events starting from April 1, 2023 within 100 miles of New York and see who are going in the top listed event and follow all of them who are going."
m2w_train,web,Mind2Web,train,Find the results of the most recent NFL games.
m2w_train,web,Mind2Web,train,Find the list of injured NBA players.
m2w_train,web,Mind2Web,train,Follow the Denver Nuggets NBA team.
m2w_train,web,Mind2Web,train,Find the current roster of the Miami Heat.
m2w_train,web,Mind2Web,train,Add a set of sonoma bath towels to the cart and apply a coupon code for free shipping.
m2w_train,web,Mind2Web,train,Find a luxury trip deal anywhere to go in spring
m2w_train,web,Mind2Web,train,"Find hotel deals in Las Vegas for four adults starting on May 17 and ending on May 20, and if deal is not available, set an alert for the same."
m2w_train,web,Mind2Web,train,Show most expensive cruise deals in Europe and Mediterranean.
m2w_train,web,Mind2Web,train,Show me the most expensive things to do anywhere in December in a map
m2w_train,web,Mind2Web,train,"rent a car in Brooklyn - Central, NY on from April 9 to April 15."
m2w_train,web,Mind2Web,train,Show computer game reviews sorted by score.
m2w_train,web,Mind2Web,train,Find the address and store hours for the Armageddon Shop record store in Boston.
m2w_train,web,Mind2Web,train,Buy a copy of the Gorillaz first studio album.
m2w_train,web,Mind2Web,train,"Buy a pop rock album CD from the United Kingdom that was released in 2016, is between £15 and £20 and in perfect condition."
m2w_train,web,Mind2Web,train,"Find a full-time job in Budget USA in finance in any location, and apply to the latest job."
m2w_train,web,Mind2Web,train,"What is the cheapest luxury car to pickup on the second closest nearby location to New York, United States, 100"
m2w_train,web,Mind2Web,train,"Book the cheapest long-term car rental with a fuel plan, GPS, and satellite radio from June 29 to July 28, pick up at 9 am at Orlando airport and dropping off at the same location."
m2w_train,web,Mind2Web,train,Open the photo gallery for Tsiakkos & Charcoal.
m2w_train,web,Mind2Web,train,Browse certified fresh sci-fi films streaming at home.
m2w_train,web,Mind2Web,train,Find the US box office revenue for the highest tomatometer rated movie that the actress playing Sam Carpenter in the most recent Scream movie has been in.
m2w_train,web,Mind2Web,train,Sign up for the newsletter
m2w_train,web,Mind2Web,train,Search for newest girls' training  leggings in size yxl and save the top three results.
m2w_train,web,Mind2Web,train,Get the hotel with highest review score having free internet and free cancelation in Chennai for 20/03/23
m2w_train,web,Mind2Web,train,Show me the latest news from rotten tomatoes.
m2w_train,web,Mind2Web,train,"Browse movie trailers currently in theaters with ""fresh"" rating."
m2w_train,web,Mind2Web,train,Find the standings for the English Premier League.
m2w_train,web,Mind2Web,train,Show me the NFL passing touchdown season stats.
m2w_train,web,Mind2Web,train,Show me the page with download options for fantasy apps.
m2w_train,web,Mind2Web,train,Search for the latest news and rumors about the NBA team the Los Angeles Lakers.
m2w_train,web,Mind2Web,train,Find a parking with EV charging for month with lowest price in Chicago.
m2w_train,web,Mind2Web,train,Find an hourly parking in New York City of lowest price.
m2w_train,web,Mind2Web,train,Find a hotel with 4 star and above rating in Los Angeles for 3 days next week and save it.
m2w_train,web,Mind2Web,train,Get the cheapest direct flight from Madurai to Chennai on 20/3/23 booking through Air India.com
m2w_train,web,Mind2Web,train,"Search the  actor who won the Oscars for best actor  in a suuporing role ine 1990, and add his upcoming movies to my watchlist."
m2w_train,web,Mind2Web,train,Edit my movie watchlist.
m2w_train,web,Mind2Web,train,Find The Last of Us series and add it to my watch list.
m2w_train,web,Mind2Web,train,Give me the IMDB recommendations of what to watch.
m2w_train,web,Mind2Web,train,"Show me a list of comedy movies, sorted by user ratings."
m2w_train,web,Mind2Web,train,Check all English Reading and Writing skills Educational Books for Ages 6-8 currently in stock that are available in hardback under 20$.
m2w_train,web,Mind2Web,train,Find a book in Hindi with ISBN 1648926800.
m2w_train,web,Mind2Web,train,Retrieve booking for 123456 last name Smith.
m2w_train,web,Mind2Web,train,Open the design tool for a new home office.
m2w_train,web,Mind2Web,train,Find the fastest single stop flight fron JFK airport in New York to Male in Maldives on March 13
m2w_train,web,Mind2Web,train,"Find the cheapest Hawaii package for two adults from June 18 to 21, and the hotel must be near a beach, have a beachfront, hot tub, and pool, and provides towels."
m2w_train,web,Mind2Web,train,Search for restaurants near my location with pizza and for 6 customers.
m2w_train,web,Mind2Web,train,Make a reservation for 2 guests on april 21 at noon in a restaurant in Austin that is new on resy
m2w_train,web,Mind2Web,train,Book 3 tickets for a Special Event or Experience in Miami on may 4
m2w_train,web,Mind2Web,train,Find the all time most popular solo track by ArianaGrande
m2w_train,web,Mind2Web,train,Find the weekly chart-topper artist and play the number 1 track of that artist after liking the track.
m2w_train,web,Mind2Web,train,Show brochure of Loss Damage Waiver Protection.
m2w_train,web,Mind2Web,train,Learn more about the Partner Deal that gives 25% off for Veterans.
m2w_train,web,Mind2Web,train,"Select the mystery vehicle to pick up at Bradenton in Mahattan, Florida  on april 20 at 3 pm and return at 6pm"
m2w_train,web,Mind2Web,train,"Buy a single day pass to Six Flags, Magic Mountain."
m2w_train,web,Mind2Web,train,"Find the Saturday park hours for Six Flags, Magic Mountain."
m2w_train,web,Mind2Web,train,Show me the map of a Six flags park in mexico
m2w_train,web,Mind2Web,train,"Look for a hybrid job at Resy in software development, if the job is open apply immediately."
m2w_train,web,Mind2Web,train,Show the list of restaurants with reservations available for 04/11 with vegetarian food.
m2w_train,web,Mind2Web,train,Notify me about availability for 2 guests on april 17 at the High Tide restaurant
m2w_train,web,Mind2Web,train,Book a table for 3 in Los angeles for diner at 09 PM on Mar 10
m2w_train,web,Mind2Web,train,Find a red used tesla Model S.
m2w_train,web,Mind2Web,train,"Hire a premium luxury car closest to North Las Vegas on April 29 at 6 pm and drop it off at the same location and the same day at 11 pm, supplier should be Avis if available."
m2w_train,web,Mind2Web,train,Repost on my feed a rock playlist.
m2w_train,web,Mind2Web,train,Follow an artist from the chill category.
m2w_train,web,Mind2Web,train,calculate a car loan payment for a $25000 car with a $5000 down payment and 12 percent interest rate for 48 months.
m2w_train,web,Mind2Web,train,Check the lowest price for a white 2017 certified pre owned Lexus Rx350 near 90012.
m2w_train,web,Mind2Web,train,Add to my cart a women's T-shirt priced under 10 dollars
m2w_train,web,Mind2Web,train,Browse recent NFL-related videos.
m2w_train,web,Mind2Web,train,"Buy a $25 digital gift card for Tim Stebee, whose email address is scisoorbros@gmail.com. Fill in sender name Jeerimiah Waton"
m2w_train,web,Mind2Web,train,find kinect camera for xbox one.
m2w_train,web,Mind2Web,train,Show me RPG video games.
m2w_train,web,Mind2Web,train,Find parking in California city for Limos which also offers military discounts and free wi-fi.
m2w_train,web,Mind2Web,train,"Explore Durban in Africa and book a flight from Doha for 2 adults and 1 infant, on May 28, book the first flight in economy comfort."
m2w_train,web,Mind2Web,train,"Play Trailer of ""The Flash"" 2023."
m2w_train,web,Mind2Web,train,Browse check in with confirmation number 123456 for John.
m2w_train,web,Mind2Web,train,Get 2 tickets for a free pet festival in English in Portland on april 15 to april 16
m2w_train,web,Mind2Web,train,Find fitness events for this weekend.
m2w_train,web,Mind2Web,train,Find things to do in Singapore on April 2 that are family friendly and offer free cancellation
m2w_train,web,Mind2Web,train,Track a bus leaving from Abbotsford.
m2w_train,web,Mind2Web,train,Add a dome tent to my shopping cart.
m2w_train,web,Mind2Web,train,Find cheapest cars available at San Francisco Airport for a day.
m2w_train,web,Mind2Web,train,Search for Premium Cars available to rent at LondonHeathrow Airport.
m2w_train,web,Mind2Web,train,Book an outdoor table for 3 people at a Los Angeles restaurant for 5:00 PM on April 7th
m2w_train,web,Mind2Web,train,What are the Resy Staff Favorites in Seattle?
m2w_train,web,Mind2Web,train,Play a star wars movie trailer.
m2w_train,web,Mind2Web,train,Add the second most popular horror series to my watchlist.
m2w_train,web,Mind2Web,train,Find videos from the Oscar 2023.
m2w_train,web,Mind2Web,train,Find the list of critic reviews for the movie Creed III.
m2w_train,web,Mind2Web,train,"Find superhero sci-fi movies based on comic books rated 7 to 9, and add the three movies with the most votes to my watchlist."
m2w_train,web,Mind2Web,train,"Find hotels in Las Vegas, NV that offer free airport shuttle service."
m2w_train,web,Mind2Web,train,"Search for the cheapest third-party certified front-wheel driving automatic white car for sale near Tampa, Florida with online paperwork and no accidents, confirm availability with my details."
m2w_train,web,Mind2Web,train,Show me all the events at any six flags park in Texas
m2w_train,web,Mind2Web,train,Show me the gift shops available at a park in New York
m2w_train,web,Mind2Web,train,Show Jazz music genre albums and tracks.
